tweet;emotion;Neutral,''- (10/10) gw suka jadi wanita misterius - (100/10) omg lucu banget capa ini - (8/10) ni pasti temen smp - (8,5/10) do you get deja vuu''
''saya merasa bahagia karena pelaku usaha?mkm disana mendapat penuh dukungan'';Joy;Love,''saya pasti maulah dipeluk sama ibu guruku sayang...... saya suka kehangatan dari wanita dewasa seperti ibu karena ibu adalah wanita berpengalaman. begitu saya dipeluk ibu lalu saya ciuman dengan ibu, netek asi ibu, dan pipis enak lagi dan lagi''
''saya pasti maulah dipeluk sama ibu guruku sayang...... saya suka kehangatan dari wanita dewasa seperti ibu karena ibu adalah wanita berpengalaman. begitu saya dipeluk ibu lalu saya ciuman dengan ibu, netek asi ibu, dan pipis enak lagi dan lagi'';Love;Sad,''saya sangat kecewa banget kl sampai ngak jadi murtad loh¦ krn sepak terjangnya selama ini kan ?''
''saya sangat kecewa banget kl sampai ngak jadi murtad loh¦ krn sepak terjangnya selama ini kan ?'';Sad;Sad,''saya sempat punya hari di mana pada hari itu saya sedih karena kecewa. kemudian hari ini saya bahagia, kutertawakan hari itu.''
''saya sempat punya hari di mana pada hari itu saya sedih karena kecewa. kemudian hari ini saya bahagia, kutertawakan hari itu.'';Sad;Anger,''saya sering banget ini gini, apalagi sekolah suka banjir kalo ujan. kan jadi nya nyusahin''
''saya sering banget ini gini, apalagi sekolah suka banjir kalo ujan. kan jadi nya nyusahin'';Anger;Love,''saya suka banget ngedengerin partner saya cerita ataupun nyambat. nanti saya kasih peluk banyakk! kebetulan saya availnya tanggal 18, lumayan dekat lah ya? kalau kamu tertarik, bisa dm ke okay. semoga kita ketemu ya!''
''saya suka banget ngedengerin partner saya cerita ataupun nyambat. nanti saya kasih peluk banyakk! kebetulan saya availnya tanggal 18, lumayan dekat lah ya? kalau kamu tertarik, bisa dm ke okay. semoga kita ketemu ya!'';Love;Love,''saya suka banget perkongsian-perkongsian daripada kai. teruskan perkongsiannya ya. saya dari malaysia. harapnya saya berpeluang naik keretapi indonesia satu hari nanti.''
''saya suka banget perkongsian-perkongsian daripada kai. teruskan perkongsiannya ya. saya dari malaysia. harapnya saya berpeluang naik keretapi indonesia satu hari nanti.'';Love;Sad,''saya suka kucing tapi sedih saya tidak boleh pegang atau pelihara kucing karena punya alergi ( kalau tidak salah suga rl punya alergi sama bulu meong, kan?)''
''saya suka kucing tapi sedih saya tidak boleh pegang atau pelihara kucing karena punya alergi ( kalau tidak salah suga rl punya alergi sama bulu meong, kan?)'';Sad;Anger,''saya sungguh benci akan seto , dia ialah seksual anjing pokok pelukan sahaja''
''saya sungguh benci akan seto , dia ialah seksual anjing pokok pelukan sahaja'';Anger;Neutral,''saya terlaku bodoh untuk awak. saya gembira melihat awak berjaya bodohkan saya tapi sejujurnya saya tak sebodoh itu awaki know the truth before you did''
''saya terlaku bodoh untuk awak. saya gembira melihat awak berjaya bodohkan saya tapi sejujurnya saya tak sebodoh itu awaki know the truth before you did'';Neutral;Neutral,''saya tidak di ajarkan bermulut manis dan bermuka lebih dari satu. suka, saya katakan. benci, saya tunjukan. sayang, saya buktikan. krna sya bukan yng memberi senyum kebhongan''
''saya tidak di ajarkan bermulut manis dan bermuka lebih dari satu. suka, saya katakan. benci, saya tunjukan. sayang, saya buktikan. krna sya bukan yng memberi senyum kebhongan'';Neutral;Joy,''saya udah biasa dibilang jahat wkwk''
''saya udah biasa dibilang jahat wkwk'';Joy;Fear,''saya yang ngejalanin mah biasa aja.. cuma kadang kasihan keluarga aja takut mereka malu.''
''saya yang ngejalanin mah biasa aja.. cuma kadang kasihan keluarga aja takut mereka malu.'';Fear;Love,''saya, nder. dari dulu suka banget dengerin coldiac.''
''saya, nder. dari dulu suka banget dengerin coldiac.'';Love;Neutral,''sayah baru menang kemaren.. jd kali ini hanya meramaikan saja (masih nunggu sambalnya tiba)..''
''sayah baru menang kemaren.. jd kali ini hanya meramaikan saja (masih nunggu sambalnya tiba)..'';Neutral;Love,''sayang dia pake banget''
''sayang dia pake banget'';Love;Love,''sayang istri liat suka beli baju pesta di ig shop langsung cushh beli baju dehh, enak nya kalau terhubung indihome mempermudah dan memperlancar kebtuhan online''
''sayang istri liat suka beli baju pesta di ig shop langsung cushh beli baju dehh, enak nya kalau terhubung indihome mempermudah dan memperlancar kebtuhan online'';Love;Sad,''sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua''
''sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua'';Sad;Anger,''sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua''
''sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua'';Anger;Love,''sayang sama chikaa''
''sayang sama chikaa'';Love;Anger,''sayang tidak suka ya kalo sih pacar mu itu dateng pada acara meet and greet kamu nanti saya harap kamu menghargai perasaan fans saya tidak mau acara kamu kacau hanya karna pacar mu itu dateng .''
''sayang tidak suka ya kalo sih pacar mu itu dateng pada acara meet and greet kamu nanti saya harap kamu menghargai perasaan fans saya tidak mau acara kamu kacau hanya karna pacar mu itu dateng .'';Anger;Sad,''sayang, tapi ya ga bakal bisa bersatu. sebatas suka aja. sebatas teman dekat. itu udah lebih dari cukup. insya allah''
''sayang, tapi ya ga bakal bisa bersatu. sebatas suka aja. sebatas teman dekat. itu udah lebih dari cukup. insya allah'';Sad;Love,''sayanggggg bangetttttttt''
''sayanggggg bangetttttttt'';Love;Love,''sayangku wajamu genit mesra..aku suka banget sayy''
''sayangku wajamu genit mesra..aku suka banget sayy'';Love;Sad,''sayangnya kanra masih belum puas.''
''sayangnya kanra masih belum puas.'';Sad;Joy,''sbb aduu tegang gitu ye wkwk''
''sbb aduu tegang gitu ye wkwk'';Joy;Fear,''sbenarnya panik juga sih''
''sbenarnya panik juga sih'';Fear;Fear,''sch! gais tgl 8-15 masih bisa unggah foto kann, td pagi aku unggah foto tapi pas lagi loading malah error, please notice sender panik bgt nihh servernya error''
''sch! gais tgl 8-15 masih bisa unggah foto kann, td pagi aku unggah foto tapi pas lagi loading malah error, please notice sender panik bgt nihh servernya error'';Fear;"Sad,''sch! sedih banget mingdep ptm 50% huhu, mnaa aku skola tuu gapunya temen dekett gituu, apalagii kloo 50% gnii hh sedihnyah ads: join komunitas mahasiswa ""schcampus"" di telegram dan discord!''"
"''sch! sedih banget mingdep ptm 50% huhu, mnaa aku skola tuu gapunya temen dekett gituu, apalagii kloo 50% gnii hh sedihnyah ads: join komunitas mahasiswa ""schcampus"" di telegram dan discord!''";Sad;Neutral,''sch! sender pernah dikasih ini sama guru sender waktu smp mak jelbb pas dikasih , sekarang sender udah sma klas 2 tpi masih suka youtube-an apa lagi ngdrakor, bener bener susah banget lepasnya''
''sch! sender pernah dikasih ini sama guru sender waktu smp mak jelbb pas dikasih , sekarang sender udah sma klas 2 tpi masih suka youtube-an apa lagi ngdrakor, bener bener susah banget lepasnya'';Neutral;Sad,''sch! soalnya di sekolah ku (jateng) kekurangan guru bangett,,banyak guru yg bukan bidangnya justru ngajar di bidang tsb,dan bahkan kepseknya juga rangkap sama sekolah lain. kl emg ini bener sedih banget,gimana generasi kedepannya :(''
''sch! soalnya di sekolah ku (jateng) kekurangan guru bangett,,banyak guru yg bukan bidangnya justru ngajar di bidang tsb,dan bahkan kepseknya juga rangkap sama sekolah lain. kl emg ini bener sedih banget,gimana generasi kedepannya :('';Sad;Neutral,''schapp! pendaftaran ut bisa lewat snm ga sih? trivia: pada statistika inferensial, distribusi normal disebut juga distribusi gauss.''
''schapp! pendaftaran ut bisa lewat snm ga sih? trivia: pada statistika inferensial, distribusi normal disebut juga distribusi gauss.'';Neutral;Neutral,''scorpio sekalinya udah suka atau sayang sama orang (gak harus pacar, temen pun berlaku) semua bakal dia kasih.. tapi sekalinya orang itu ngecewain dia, dia bakal inget terus kesalahan itu dan dendam''
''scorpio sekalinya udah suka atau sayang sama orang (gak harus pacar, temen pun berlaku) semua bakal dia kasih.. tapi sekalinya orang itu ngecewain dia, dia bakal inget terus kesalahan itu dan dendam'';Neutral;Neutral,''scorpio, asmara: jika sudah punya kekasih, maka perlu kesetiaan dan perasaan cinta yang tinggi, jangan suka bermain api.''
''scorpio, asmara: jika sudah punya kekasih, maka perlu kesetiaan dan perasaan cinta yang tinggi, jangan suka bermain api.'';Neutral;Joy,''sdf! rek info sarapan pagi seng enak wkwkw''
''sdf! rek info sarapan pagi seng enak wkwkw'';Joy;Anger,''sdh banyak masyarakat yg tau gerak-gerik pembohong penjual dalil si bangsat provokator hh pemecah belah anak bangsa.. mmg polisi hrsnya sgr menjebloskan bui bajingan jnj''
''sdh banyak masyarakat yg tau gerak-gerik pembohong penjual dalil si bangsat provokator hh pemecah belah anak bangsa.. mmg polisi hrsnya sgr menjebloskan bui bajingan jnj'';Anger;Neutral,''seaweed costume vs hello kitty motif pertempuran paling asburd lagian kenapa denise marah bajunya dibilang motif hello kitty''
''seaweed costume vs hello kitty motif pertempuran paling asburd lagian kenapa denise marah bajunya dibilang motif hello kitty'';Neutral;Neutral,''sebab dia extra shot awak. espresso shot dia sama banyak dengan americano. sebab tu rasa pahit kalau tak biasa.''
''sebab dia extra shot awak. espresso shot dia sama banyak dengan americano. sebab tu rasa pahit kalau tak biasa.'';Neutral;Joy,''sebab tetap, pencen n senang dpt loan kot huhu''
''sebab tetap, pencen n senang dpt loan kot huhu'';Joy;Love,''sebagai anak perempuan bapak yang suka bangun siang terus dibangunginnya karena perkara disuruh makan aja, gak relate kalau harus berjuang sendirian demi laki-laki. aku dicintai begitu penuh sama cinta pertamaku :d''
''sebagai anak perempuan bapak yang suka bangun siang terus dibangunginnya karena perkara disuruh makan aja, gak relate kalau harus berjuang sendirian demi laki-laki. aku dicintai begitu penuh sama cinta pertamaku :d'';Love;Love,''sebagai pembaca setia webtoonnya, aku gak suka banget sama dramanya, apalagi endingnya. jelek. puol. rating dariku 3/5, tapi tiap orang punya preferensi masing-masing yaa''
''sebagai pembaca setia webtoonnya, aku gak suka banget sama dramanya, apalagi endingnya. jelek. puol. rating dariku 3/5, tapi tiap orang punya preferensi masing-masing yaa'';Love;Fear,''sebagai penderita agoraphobia, anna gabisa keluar rumah guys, dia bakalan panik dan takut kalo terjebak di suatu ruangan atau bahkan situasi yang ngga familiar gitu. jadi susah ya ges si anna gaboleh keluar rumah dah intinya.''
''sebagai penderita agoraphobia, anna gabisa keluar rumah guys, dia bakalan panik dan takut kalo terjebak di suatu ruangan atau bahkan situasi yang ngga familiar gitu. jadi susah ya ges si anna gaboleh keluar rumah dah intinya.'';Fear;Sad,''sebagai tim bubur dgn topping kacang kedele yg banyak saya kecewa dgn pendapat anda''
''sebagai tim bubur dgn topping kacang kedele yg banyak saya kecewa dgn pendapat anda'';Sad;Joy,''sebagai yang suka main game online, butuh banget internet cepat di rumah. kalo internet lancar, main game juga bakal jadi lancar. untung di rumah udah pasang indihome''
''sebagai yang suka main game online, butuh banget internet cepat di rumah. kalo internet lancar, main game juga bakal jadi lancar. untung di rumah udah pasang indihome'';Joy;"Love,''sebagian wanita suka banget dg kalimat yg diucapkan oleh pasangannya. salah satu kalimat itu adalah "" yank, sini aku checkout kan sopimu""''"
"''sebagian wanita suka banget dg kalimat yg diucapkan oleh pasangannya. salah satu kalimat itu adalah "" yank, sini aku checkout kan sopimu""''";Love;Neutral,''sebaiknya d kasi penghargaan saja''
''sebaiknya d kasi penghargaan saja'';Neutral;Neutral,''sebanyak 85% wanita dan 73% pria mengakui bahwa rasa marah dan kesedihan akan berkurang setelah menangis.''
''sebanyak 85% wanita dan 73% pria mengakui bahwa rasa marah dan kesedihan akan berkurang setelah menangis.'';Neutral;Anger,''sebb tu kalau org2 macam ni nak jalan aku buat x tahu je, selamba je jalan. kau x de hak nak halang2 jalan org. kecuali ambulans. bodoh''
''sebb tu kalau org2 macam ni nak jalan aku buat x tahu je, selamba je jalan. kau x de hak nak halang2 jalan org. kecuali ambulans. bodoh'';Anger;Sad,''sebelum dewasa udah sendirian kemana mana, gaada yang bisa diajak nemenin soalnya sampe akhirnya sekarang kalau mau minta temenin gaenak takut ganggu akhirnya sendiri lagi, my sad life''
''sebelum dewasa udah sendirian kemana mana, gaada yang bisa diajak nemenin soalnya sampe akhirnya sekarang kalau mau minta temenin gaenak takut ganggu akhirnya sendiri lagi, my sad life'';Sad;Love,''sebelum kita keliling. dia chat ini:) aku emg anaknya suka banget diajak muter muter mendadak apalagi sama orang yg di sayang. se simple itu sebenernya bahagia ku.''
''sebelum kita keliling. dia chat ini:) aku emg anaknya suka banget diajak muter muter mendadak apalagi sama orang yg di sayang. se simple itu sebenernya bahagia ku.'';Love;Neutral,''sebelum reply ada baiknya mengerti dengan arti homebase dll, mas. daripada terlihat bodoh. ambil contoh, persija dari jakarta, sleman dari yogjakarta, apakah keduanya pernah bermain di rumahnya sendiri?''
''sebelum reply ada baiknya mengerti dengan arti homebase dll, mas. daripada terlihat bodoh. ambil contoh, persija dari jakarta, sleman dari yogjakarta, apakah keduanya pernah bermain di rumahnya sendiri?'';Neutral;Fear,''sebelum situng diralat. sedih, tegang..''
''sebelum situng diralat. sedih, tegang..'';Fear;Joy,''sebelumnya.. yang meraknyat aja belum ngapain mendunia.pujian di luar negri hinaan di negri swndiri..pak anies cinta rakyat cinta warga..utamakan kemakmuran kedamaian kedaulatann..gw suka gaya pak aniss..''
''sebelumnya.. yang meraknyat aja belum ngapain mendunia.pujian di luar negri hinaan di negri swndiri..pak anies cinta rakyat cinta warga..utamakan kemakmuran kedamaian kedaulatann..gw suka gaya pak aniss..'';Joy;Fear,''sebenarnya bagus, cuma karna sellernya galak jadi pada ngeri''
''sebenarnya bagus, cuma karna sellernya galak jadi pada ngeri'';Fear;Neutral,''sebenarnya ikn itu hanya trik saja, agr kasus korup dan kasus lainnya tertutupi. emgnya mungkin pembangunan ikn selesai dlm 2 thn ? dari situ saja sdh terbaca bohongnya.''
''sebenarnya ikn itu hanya trik saja, agr kasus korup dan kasus lainnya tertutupi. emgnya mungkin pembangunan ikn selesai dlm 2 thn ? dari situ saja sdh terbaca bohongnya.'';Neutral;Neutral,''sebenarnya saksi itu adalah orang yg mengetahui atau orang yg ber angan angan saja dgn berbagai narasi kemungkinan? kok, radak terkoyak nalar ini.''
''sebenarnya saksi itu adalah orang yg mengetahui atau orang yg ber angan angan saja dgn berbagai narasi kemungkinan? kok, radak terkoyak nalar ini.'';Neutral;Neutral,''sebenarnya zus memang tak sedap pun. biasa je bagi aku. kalau kopi banyak branch ni yang paling sedap tetap cbtl.''
''sebenarnya zus memang tak sedap pun. biasa je bagi aku. kalau kopi banyak branch ni yang paling sedap tetap cbtl.'';Neutral;"Neutral,''sebenarnya.. aku ragu. tapi baiklah. dia mengulurkan tangannya malu-malu pada sang kawan. ""jangan bawa aku ke tempat yang aneh-aneh, ya.""''"
"''sebenarnya.. aku ragu. tapi baiklah. dia mengulurkan tangannya malu-malu pada sang kawan. ""jangan bawa aku ke tempat yang aneh-aneh, ya.""''";Neutral;Fear,''sebenernya lagi gelisah dikit soalnya tadi sekolahku banyak yang positif.. tapi overall baik-baik aja kook, hbu?''
''sebenernya lagi gelisah dikit soalnya tadi sekolahku banyak yang positif.. tapi overall baik-baik aja kook, hbu?'';Fear;Joy,''sebenernya males bbgt gue tuh kalo bikin persona seolah2 gue biasa aja sama newwie padahal nya mah gila bangt akwkwawkkawkaw''
''sebenernya males bbgt gue tuh kalo bikin persona seolah2 gue biasa aja sama newwie padahal nya mah gila bangt akwkwawkkawkaw'';Joy;Love,''sebenernya suka banget sama ms ny hj suka backgroundnya warnanya posenya tapi kenapa gak senyum? kecewa''
''sebenernya suka banget sama ms ny hj suka backgroundnya warnanya posenya tapi kenapa gak senyum? kecewa'';Love;Fear,''sebenernya takut ajg make ava muka sendiri''
''sebenernya takut ajg make ava muka sendiri'';Fear;Neutral,''sebenernya udah ga cenggeng ko ndii.. cuma aku sebel kalo lagi ngerasain perasaan kaya gini ndi daann biasa nya kalo aku lagi kaya gini kamu yg nenangin, tapi nyata ndiisekarang pun kamu masih suka nenangin yakan ndi ? tapi dari atas sana''
''sebenernya udah ga cenggeng ko ndii.. cuma aku sebel kalo lagi ngerasain perasaan kaya gini ndi daann biasa nya kalo aku lagi kaya gini kamu yg nenangin, tapi nyata ndiisekarang pun kamu masih suka nenangin yakan ndi ? tapi dari atas sana'';Neutral;Love,''sebenernya waktu itu jadi seeun karna love at first sight deh sama seeun lagi nontonin stayc terus langsung suka banget sama seeun. abis itu iseng jadi seeun eh malah nyaman''
