emotion,tweet
Neutral,"panik knp atuh kk"
Neutral,"pantesan gelarnya diduga palsu, minimal hasil nyuap. sok keren gunakan istilah coattail (coat tail) . buzzer yg profesornya aja kualitasnya begini, apalagi yg cuma ikut liqo 3 minggu."
Neutral,"pantesan temlen sepi mu kalah maning tho .."
Neutral,"papa aku tu suka banget tau min belanja di toko ijo,pokoknya dia kalau beli barang kalau bukan di toko ijo dia ga mau beli"
Neutral,"papa kalian pikir 3 taun ga orgasme itu pencapaian yg luar biasa.. dia lupa kali nabi adam 300 taun kepisah ma bini nya.. lah ini br 3 taun nahan aja sombong"
Neutral,"para kecoak dan tikus curut setiap pagi sarapan dengan melakukan onani imajinasi lewat tagar yg mrka but sendiri. iya, karena cuma dengan cara itu mrk bisa merasakan senang dan menang"
Neutral,"parah iyo, enak rebahan cuy mbi ndelok udan"
Neutral,"park shin hye, son yejin. bagiku kek 2 itu ratunya drama sedih"
Neutral,"pas mau menikmatia weekendku tbtb di awal weekend dpt kabar yg bikin harus full banting setir ganti jadwal letas enjoy this"
Neutral,"pasti atuh apalagi lg musim begini.. engga itu radang biasa gpp, makan buah2an yg banyak.. aku baru sembuh, kmrn begitu juga huhu"
Neutral,"pasti bingung kaget wakilnya, seperti biasa, sedangkan gabenernya sedang kampanye mimpi nyapres"
Neutral,"pasti kamu punyanya adik ketemu gede ya nder, makannya kamu ga biasa manggil adik. kamu bisanya manggil nama"
Neutral,"pasti masih sepi"
Neutral,"pasti rasanya kek pengen marah sama pacarnya ya nder"
Neutral,"pasti sedih dan capek jugaa, semangat ya firdyy"
Neutral,"pcr atau antigen aja, di dewasa gejalanya mild biasanya kayak flue biasa"
Neutral,"pdhl kalau beli di ojek online ini cepet banget loh pelayanannya. jd aku kira suka kosong gt"
Neutral,"pebalap motogp, enea bastianini, sampai harus memakai alat semacam tongkat untuk mengusir hewan yang ia sebut 'batman' itu."
Neutral,"pedri : "atletico? merekaa akan keluar untuk menekan seperti biasa dan mencuri bola dari lapangan lawan. mereka memberikan banyak intensitas dalam permainan. kami berharap untuk menguasai bola dan memainkan permainan kami."
Neutral,"pedri : "publik sangat penting bagi kami. mendengarkan kehangatan dan kasih sayang mereka luar biasa dan memberi anda banyak kekuatan."
Neutral,"pegiat persekongkolan bangsat indonesia?"
Neutral,"pejabat pd kaget mulu tp jantungnya kuat aja ya soalnya kagetnya aslinya ga kaget jg..ehh gimana? maksudnya udah tau"
Neutral,"pejabat yg buat hoax tolong dipenjara, hukum jangan belaku cuma untuk rakyat kecil saja.."
Neutral,"pekan 23 telah tiba! tim arema fc akan bertemu dengan tim asal ibukota persija jakarta. duel seru kali ini tentu tidak mudah untuk kedua tim, karena arema fc harus melawan persija yang membawa misi balas dendam kekalahan di putaran pertama."
Neutral,"pelatih sepak bola ini harus berurusan dengan polisi setelah aksi sodomi terhadap tujuh bocah di brebes, dibongkar."
Neutral,"pembelian panik sebabkan kekurangan telur ayam"
Neutral,"pemenang : dapat bersyukur saat kecewa. dapat tersenyum saat terluka. dapat bangkit, ketika terjatuh."
Neutral,"pemesanan dgn sistem delivery disarankan dilakukan maks. 1 hari sebelum waktu pengiriman mengingat banyaknya permintaan pesan antar."
Neutral,"pemilu itu cuma masalah selera ibaratnya ada yang senang pake wc duduk yang lain senang wc jongkok,yang keluar sama aja tai"
Neutral,"pengadilan akhirat adalah pengadilan yg maha adil,,tunggu saja"
Neutral,"pengelola mall kena denda 500 ribu. tukang bubur 5 juta. apa karena pengelola mall itu orang miskin ya, jadi dpt dispensasi? dimanapun oligarki berkuasa. sadarlah negeri ini sedang tdk baik2 saja (iwan januar)"
Neutral,"pengen banget punya kerjaan yang santai bisa sambil jalan jalan tapi gaji tetep oke"
Neutral,"pengen berduaan tengah malem di tempat sepi sm suami sampe kita digrebek polisi/satpol pp terus tunjukin aja buku nikah kita ke depan komuknya"
Neutral,"pengen nyari trophy tapi males battle ? bot kami menyediakan fitur auto search th diluar, th snipping , yang dengan mudah bisa memenangkan banyak trophy dengan pasukan sedikit. minat? cek bio pesan sekarang"
Neutral,"pengen tetep jaga komunikasi sama temen2 yg udah nikah, tp pas sekali ngechat akunya tanya kabar, eh dia malah tanya kapan aku nikah? pertanyaan yg cuma bisa kujawab dg senyum, atau berujung dengan tidak kubalas.."
Neutral,"penghargaan ini adalah untuk gubernur sebelumnya, anies hanya terima saja, colek pdip"
Neutral,"pepatah mengatakan bahwa : "orang bodoh lebih berbahaya daripada penyakit menular"."
Neutral,"perahu dah sedia payung pun dah tersedia hanya menunggu hujan di langit saja apa macam mak aji sayang oii"
Neutral,"perasaan takut kecewa hanya akan membuat kita takut menatap masa depan."
Neutral,"perbuatan salah adalah biasa bagi manusia, tapi perbuatan pura-pura itulah sbenarnya yang mnimbulkan permusuhan dan penghianatan"
Neutral,"percaya banget, soalnya mamaku cakep banget.. terus sampe skrg aja suka ada bapak2 genit (huek) yang godain mamakku.."
Neutral,"percaya saja, supaya yang bohong senang.."
Neutral,"percayalah tidak ada wanita yang baik-baik saja, ketika mengetahui pasangannya berkomunikasi dengan mantannya"
Neutral,"percayalah, diam-diam pasti ada orang yang benci sama kita dan membicarakan hal-hal buruk tentang kita."
Neutral,"perghh santai betul fav breakfast food kau :d"
Neutral,"perkokoh kesabaran mengapa kesabaran perlu diperkokoh bagi setiap pengusung gerakan ishlah? karena ujian di jalan perjuangan adalah keniscayaan. orang-orang beriman saja pasti diuji, apalagi orang beriman yang berjuang."
Neutral,"pernah kah anda mndengar crt kbahagian yg hakiki di dunia yg fana ini.. trus kesenangan yg hakiki itu yg bgmn.. tak pernah merasa sedih gitu.. trus misal kalo laki sudah tidak kuat lemah cari nafkah apa layak di tinggal pergi.. di usir.."
Neutral,"pernikahan yang biasa saja, sudah tidak mudah, apalagi kalau anda masukkan orang ketiga"
Neutral,"personal order buat pbox sudah kami share yaa di square kode nyaa~ bagi yang mau silahkan langsung replay saja di square atau langsung dm kesini, ditunggu sampai jam 14:00 pm"
Neutral,"perubahan emosi dalam sehari"
Neutral,"pesan delivery aja, kasian perutnya.."
Neutral,"pesan saya kepada orang ahli agama atau ulama sekalipun,.berdirilah dijalur ilmu yg tegas dan benar jgn abu-abu sebab mereka para partai yg hanya butuh kalian disaat mereka butuh dukungan suara,.sifat yg demikian itu adalah munafik dan licik"
Neutral,"petai cina ampuh turunkan gula darah. nah, kali ini mintani mau bertanya, siapa yang suka makan petai cina? yuk ngacung. mintani suka banget dengan yang satu ini. apa saja sih manfaatnya dari petai cina ini? yuk kita sama simak infografis berikut.."
Neutral,"pickaw pn sepi mulu"
Neutral,"pilihlah warna warna cerah, seperti hijau, biru, atau pink, untuk warna lantai dan tembok kamar mandi anda."
Neutral,"ppp! aku baru banget opress app prem nih masih sepi, jadi prosesnya bisa cepet, start mulai 500p. lagi ngadain event juga yg mau intip pl rep yuk"
Neutral,"ppp! buat kalian yang butuh epha app prem yg murah, fastrespon dan suka kasi promo, aku opres batch 2 sampe full member nih! mau intip pl atau mau nanya2 dulu? bisa banget! rep aja nanti kuketuk dm-nya "
Neutral,"pria, jika wanita marah, ajaklah dia berbelanja atau ke salon. niscaya amarahnya langsung hilang."
Neutral,"prioritas utama gue skrg kazuha sih, mana dia kgk ada kabar"
Neutral,"processed food sana murah n senang dpt. fast food restaurant tu bersepah n murah."
Neutral,"psi walau di benci tapi mengalami kenaikkan elektabilitas. mungkin krn progres nya terlihat jelas oleh publik."
Neutral,"pula diboyong engkau pada pepatah"
Neutral,"pull & bear atau uniqlo. tapi so far masih paling suka uniqlo sih karena awett poll uda 7-8 tahunan dan masih bagus banget. kalo p&b gatau kenapa lebih gambar grembel grembel gitu bahannya dan resletingnya rusak terus"
Neutral,"punten mama rossa beneran melupakan al andin baby z. al bukan anaknya mama rossa ya. sampai ketika mama rossa bahagia aja ditinggalin al"
Neutral,"punya kelebihan pirasat mungkin itu kebetulan saja"
Neutral,"pura" bukan army dan pura" biasa aja :) sampe rumah baru teriak" lalu nangis lalu meletoy i vote as the at the 2022"
Neutral,"pura-pura bego padahal tau semuanya seru banget ya"
Neutral,"pura-pura kaget biar dia gak malu"
Neutral,"pura-pura kaget, atau mo cuci tangan."
Neutral,"q lak pas dolan nang pondk mojo, area pethok-keniten-bendo mojo ada lho, malah seng enak iku keniten.. pernah soale q mas"
Neutral,"ralf rangnick: "di babak pertama kami seharusnya dengan mudah dapat unggul 3 gol, dan babak kedua kami juga memiliki peluang. kami seharusnya memenangkan pertandingan di waktu normal. melalui adu penalti, kami tahu apa pun dapat terjadi."
Neutral,"ramai berjajar sepi bernalar lupa batang akar demi sekedar lembar tanpa daftar"
Neutral,"ramalan zodiak sabtu 05 februari 2022, emosi positif - laman riau"
Neutral,"rampok rumahnya saja kalo gitu"
Neutral,"random facts 1. cinta mati mtk wajib minat kalau kimia cuma suka aja 2. senang bikin nama panggilan aneh buat teman dekat 3. mudah mules 4. temen gue banyak yang sesat, krn gue tp 5. mau jadi anime,"
Neutral,"rangnick: "sangat kecewa, kami seharusnya menang dan mematikan pertandingan di babak pertama. sangat disayangkan peluang yang terkena tiang gawang, penalti yang gagal dan banyak peluang. seharusnya 2-0 atau 3-0."
Neutral,"rangnick: "sangat kecewa, kami seharusnya menang dan menutup pertandingan di babak pertama. crossbar, tiang gawang, penalti yang gagal, dan banyak peluang. seharusnya 2-0 atau 3-0." () bisa 5-0 malah.."
Neutral,"rangnick: "sangat kecewa. kami seharusnya menang dan dapat menyelesaikannya di babak pertama. tiang gawang, penalti gagal dan banyak peluang. seharusnya 2-0 atau 3-0." (bbc)"
Neutral,"rangnick: "siapa pun bisa membayangkan bagaimana dia [elanga], dia hancur dan benar-benar kecewa." (itv)"
Neutral,"rangnick: "siapapun bisa membayangkan bagaimana yang dirasakan elanga. dia hancur dan benar-benar kecewa." (bbc)"
Neutral,"rasa lada nya strong banget.. lebih suka yg dikit ladanya"
Neutral,"rasul palsu kayaknya.."
Neutral,"rata2 klo cuma follow ngga ada deh yg pake proof. aku pribadi suka kasih karena biar ga ke kelewat jeda waktu yg 3 menit"
Neutral,"rata² 84 milih unpad keperawatan cih wkwk terlalu nekat abis klo milih jurusan yg sepi peminat takut salah jurusan.. gpp la cb aja msh ada pmdp poltekkes semoga sy lolos pmdp poltekkes kep bogor / keb bogor aamin"
Neutral,"ready dadakan yah main santai open bo buat bayar kamar hotel"
Neutral,"realita mengagakan tydack anak moeda. kita turuti saja"
Neutral,"rehat sejenak dulu kok, kalo dah full gaskeun lagi biar enak"
Neutral,"remember the day aku pura2 bego nan polos pas di ajak ngobrol soal ao3 sama temen. padahal tab ku begini"
Neutral,"rencana imbas imbis tok. akhirnya yo bubar lah. wes biasa dikei janji2 palsu ki"
Neutral,"respect sama mu mampu nahan tim tebaik bornmounth adu penalti saja wkwk"
Neutral,"restu apa kabar, sarah?"
Neutral,"rommy dibui selama satu tahun dan denda rp100 jutaa "
Neutral,"ronaldo "gak usah sedih gue juga dulu kayak elu.. tapi parahan elu sih"
Neutral,"ronaldo berkata :" jangan sedih yak, besok abang beliin truck."
Neutral,"ronaldo: 'gak usah sedih, kayak aku ini loh main bagus atau jelek gaji tetep selangit..' elanga: 'nggeh do, bar iki langsung party wae aku.."'"
Neutral,"rumahnya luas tp sempit, tinggi, tengahnya ruang tv kamarnya 3 muterin ruangan. di situ ak keluar bentar di teras soalnya sepi kan, itu mobil masih pada lewat trs aku bilang ma temenku kok masih pada bawa mobil sih berarti belum separah itu kan??"
Neutral,"rumit, kata pertama yg terlintas di kepala tiap ada karya oriol paulo yg keluar. krn kali ini series, kegilaannya lebih parah dari biasa dgn durasi yg lebih panjang dari kebanyakan film yg dia buat sebelumnya."
Neutral,"sa gak pernah berhenti geleng liat dokter2 pake tiktot. rawan berbuat bodoh & multitafsir di platform itu. gak semua kita mahir menempatkan diri dan menata ekspektasi orang lain di ranah publik."
Neutral,"saat si bodoh merasa ikhlas dengan kebodohannya, di saat itulah si alim tengah bersedih dengan ilmunya"
Neutral,"sabar jangan pake emosi"
Neutral,"sabar je, debat sama orang tolol minim edukasi emang ya gitu gabakal ada abisnya"
Neutral,"sabar sabar. kaget sama crossovernya. chigiri pulang kunigami udah nangis noh di pojokan"
Neutral,"sabar yah orang kecil kyk kita mah dah biasa ditinggal"
Neutral,"sabarlah wahai diriku, sesungguhnya allah bersama orang-orang yang sabar itulah yang selalu aku katakan dalam hati untuk menenangkan diri.. ketika hatiku terluka."
Neutral,"sabtu ini sudah jadwal bersih-bersih kamar kost karena berantakannya luar biasa. klora di sini, sudah memasuki usia kepala tiga, tahun ini."
Neutral,"sabtu rasanya emg kaya weekend tp ga bisa santai yaa.. inget tagihan menanti"
Neutral,"safir digulirkan ke arah dimana gerobak penjual crepes berada, yang dijual oleh ahjussi paling berbakat ( menurutnya ) membuat crepes, disana. . . katanya, ini crepes paling enak di seoul! padahal dia cuma tahu tempat ini, itupun karena dekat &"
Neutral,"sahabat adalah mereka yang mampu mengeluarkan kemampuan terbaik yg ada dalam diri kamu. mereka yg selalu berimu semangat."
Neutral,"sahabat adalah mereka yg tahu bahwa ada sedih di matamu ketika seluruh dunia percaya dengan senyum di wajahmu."
Neutral,"saja bro. its real.."
Neutral,"saja ka dorg suro beli medium 2 set"
Neutral,"saja nak kongsi dekat korang yang kami juga ada buka booth jualan merch, boleh singgah cuci mata tengok tengok fizikal dan zine lokal yang dijual rantai art event week 4 myground, mytown shopping centre 04 - 06 february 2022 10am - 10pm"
Neutral,"sakit perutnya luar biasa bikin meringis"
Neutral,"sakit tenggorokan, bersin2, mual sampe muntah, badan kek gaenak tapi ga demam. pas iseng baca gejala omicron langsung ovt. doain aku sehat2 yaa, semoga ini cuma masuk angin sama radang biasa sedih rasanya kena penyakit ini"
Neutral,"salah bagi orang yang pikirannya negatif mulu, beginian doanh sebenarnya biasa aja tapi pasti nanti ada aja yg marah marah tu"
Neutral,"salah lah wkwk ntar orang orang pada ikutan sedih, ya walaupun gua gk sedih sih"
Neutral,"salah satu manfaat revenge kill them with kindessâ adalah gaperlu musuhan, ga perlu cape marah marah, ada saatnya mereka see your worth and come to you."
Neutral,"salam , tolong tangkap gemuk tak pakai mask tu. menteri tak berani nak marah kawan-kawan dia."
Neutral,"salam, phia. perkenalkan saya gading baskara, gading biasa disapa. sudah ada agenda apa untuk akhir pekannya?"
Neutral,"saling menyayangi. saling memiliki. saling membutuhkan. saling takut kehilangan. itu yang terpenting."
Neutral,"sama lah juga, cerita sedih hutang negara 1 trillion, rakyat siap menderma dalam tabung harapan, alih-alih kau meeting minum gloria jean's, minum evian. benda bebal ni menyebabkan ph tumbang dalam prk dan prn. marhean kepala hangguk."
Neutral,"sama. gw biasa jalan dipaling pinggir sambil blg sorry"
Neutral,"sama. wkwkw. tenang ellie, aku disini menemani kamu agak bodoh dikit."
Neutral,"sama² sedih brarti jodoh"
Neutral,"sampai 2024 selama rezim berkuasa baju merah super kebal hukum, apa kabar koruptor berbaju merah bansos"
Neutral,"sampe jam sgini rumah msie sepi blom ada yg bangun"
Neutral,"sampe skrg gw ngatau tadi pas dia di rs bocah yg takut sama dia cwk apa cwk"
Neutral,"sangat mengejutkan ya bun, merangkap jd apa saja"
Neutral,"santai din"
Neutral,"santai dolo d kamar"
Neutral,"santai je orang kaya gitu mending rnb ana"
Neutral,"santai pelan-pelan belajar pasti bisa"
Neutral,"sarapan bubur ngga pake kacang dan tentu saja diaduk"
Neutral,"sarapan dlu bang biar bahagia, jangan sedih"
Neutral,"sarapan hari ini dengan seporsi mie instan untuk menemani sunyi setelah kepergian tanpa pesan.."
Neutral,"sarapan pake nasgor enak gk yh"
Neutral,"saturasi elu diatas 97 kan? iya.. gue mau test maju mundur takut semoga lu cepat sembuh istirahat yang banyak. jangan banyak pikiran"
Neutral,"saturday gini tl gua sepi"
Neutral,"say! biasa bioskop tuh buka jam berapa si?"
Neutral,"saya aja suka sudu, kalau suka kamu, nanti garfu marah"
Neutral,"saya dirundung banyak sekali tanya dalam satu waktu dalam satu ruang yang menyesakkan pada benak saya, tetapi bibir enggan berucap barang satu kata. ia memilih bungkam, sedang saya menurut saja dengan apa yang diperintahkan otak."
Neutral,"saya kerja di jababeka dua kak rumah di cengkareng..paling pas krl aja udah kontra flow jadi sepi"
Neutral,"saya mau alih profesi, narik (taksi) online jadi sampingan saja," jelasnya."
Neutral,"saya terlaku bodoh untuk awak. saya gembira melihat awak berjaya bodohkan saya tapi sejujurnya saya tak sebodoh itu awaki know the truth before you did"
